Concatenated,Year,Month,Reg,X5,Code,Trust,Indicator,value,Description
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A31,1861,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A32,3882,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A33,53080738,Response times - C3 - Response times - Total (hours)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A34,4448,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A35,10519,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A36,768759,Response times - C4 - Response times - Total (hours)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A37,3844,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A38,9958,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A24,3160292,Response times - C1 - Response times - Total (hours)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A25,487,Response times - C1 - Response times - Mean (min:sec)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A26,873,Response times - C1 - Response times - 90th centile (min:sec)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A27,3315816,Response times - C1T - Response times - Total (hours)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A28,766,Response times - C1T - Response times - Mean (min:sec)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A29,1395,Response times - C1T - Response times - 90th centile (min:sec)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A30,63466061,Response times - C2 - Response times - Total (hours)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A31,1550,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A32,3143,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A33,68946609,Response times - C3 - Response times - Total (hours)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A34,5155,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A35,12440,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A36,13330128,Response times - C4 - Response times - Total (hours)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A37,6120,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRYC,2018-19,NOVEMBER,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A38,15107,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A24,71645,Response times - C1 - Response times - Total (hours)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A25,709,Response times - C1 - Response times - Mean (min:sec)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A26,1254,Response times - C1 - Response times - 90th centile (min:sec)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A27,60843,Response times - C1T - Response times - Total (hours)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A28,895,Response times - C1T - Response times - Mean (min:sec)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A29,1508,Response times - C1T - Response times - 90th centile (min:sec)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A30,989279,Response times - C2 - Response times - Total (hours)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A31,1117,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A32,2211,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A33,2377822,Response times - C3 - Response times - Total (hours)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A34,3481,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A35,8662,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A36,573838,Response times - C4 - Response times - Total (hours)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A37,6914,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERR1F,2018-19,NOVEMBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A38,15116,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A24,4228910,Response times - C1 - Response times - Total (hours)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A25,377,Response times - C1 - Response times - Mean (min:sec)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A26,629,Response times - C1 - Response times - 90th centile (min:sec)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A27,5610521,Response times - C1T - Response times - Total (hours)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A28,662,Response times - C1T - Response times - Mean (min:sec)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A29,1144,Response times - C1T - Response times - 90th centile (min:sec)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A30,64317518,Response times - C2 - Response times - Total (hours)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A31,1127,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A32,2294,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A33,64923320,Response times - C3 - Response times - Total (hours)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A34,3156,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A35,7565,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A36,6970353,Response times - C4 - Response times - Total (hours)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A37,4583,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRRU,2018-19,NOVEMBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A38,10310,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,893856,Response times - C1 - Response times - Total (hours)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,373,Response times - C1 - Response times - Mean (min:sec)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,647,Response times - C1 - Response times - 90th centile (min:sec)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,730549,Response times - C1T - Response times - Total (hours)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,463,Response times - C1T - Response times - Mean (min:sec)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,816,Response times - C1T - Response times - 90th centile (min:sec)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,27245653,Response times - C2 - Response times - Total (hours)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,1422,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,2924,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,43876201,Response times - C3 - Response times - Total (hours)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,5198,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,11951,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,1880939,Response times - C4 - Response times - Total (hours)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,5043,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRX6,2018-19,NOVEMBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,13075,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A24,3861610,Response times - C1 - Response times - Total (hours)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A25,462,Response times - C1 - Response times - Mean (min:sec)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A26,771,Response times - C1 - Response times - 90th centile (min:sec)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A27,3730635,Response times - C1T - Response times - Total (hours)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A28,625,Response times - C1T - Response times - Mean (min:sec)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A29,1078,Response times - C1T - Response times - 90th centile (min:sec)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A30,70787187,Response times - C2 - Response times - Total (hours)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A31,1394,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A32,2985,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A33,86870871,Response times - C3 - Response times - Total (hours)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A34,4096,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A35,9794,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A36,17074904,Response times - C4 - Response times - Total (hours)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A37,5281,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRX7,2018-19,NOVEMBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A38,11342,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,1135091,Response times - C1 - Response times - Total (hours)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,416,Response times - C1 - Response times - Mean (min:sec)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,770,Response times - C1 - Response times - 90th centile (min:sec)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,991099,Response times - C1T - Response times - Total (hours)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,603,Response times - C1T - Response times - Mean (min:sec)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1127,Response times - C1T - Response times - 90th centile (min:sec)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,23755101,Response times - C2 - Response times - Total (hours)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,1016,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,2045,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,43798855,Response times - C3 - Response times - Total (hours)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,3107,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,7281,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,4153960,Response times - C4 - Response times - Total (hours)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,4476,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRYE,2018-19,NOVEMBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,10227,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,1588820,Response times - C1 - Response times - Total (hours)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,452,Response times - C1 - Response times - Mean (min:sec)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,839,Response times - C1 - Response times - 90th centile (min:sec)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,1309078,Response times - C1T - Response times - Total (hours)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,602,Response times - C1T - Response times - Mean (min:sec)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1131,Response times - C1T - Response times - 90th centile (min:sec)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,36117477,Response times - C2 - Response times - Total (hours)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,1165,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,2203,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,100881603,Response times - C3 - Response times - Total (hours)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,4990,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,11633,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,5256960,Response times - C4 - Response times - Total (hours)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,6680,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRYD,2018-19,NOVEMBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,15201,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,1855769,Response times - C1 - Response times - Total (hours)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,418,Response times - C1 - Response times - Mean (min:sec)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,764,Response times - C1 - Response times - 90th centile (min:sec)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,1925782,Response times - C1T - Response times - Total (hours)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,691,Response times - C1T - Response times - Mean (min:sec)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1286,Response times - C1T - Response times - 90th centile (min:sec)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,67532214,Response times - C2 - Response times - Total (hours)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,1691,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,3555,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,78062848,Response times - C3 - Response times - Total (hours)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,4457,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,10318,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRYF,2018-19,NOVEMBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,4615262,Response times - C4 - Response times - Total (hours)
